unique_id,indicator_id,name,measure,measure_info,geo_type_name,geo_join_id,geo_place_name,time_period,start_date,data_value,id,x_center,y_center,intplon10,intplat10
336531,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,207,East Flatbush - Flatbush,Winter 2014-15,12/1/2014,25.7,207,-73.94349018716304,40.64185672186541,-73.94349018716304,40.64185672186541
175347,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,208,Canarsie - Flatlands,Winter 2010-11,12/1/2010,26.24,208,-73.92639017652468,40.61705613411681,-73.92639017652468,40.61705613411681
175913,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,407,Southwest Queens,Summer 2009,6/1/2009,18.59,407,-73.8340126891535,40.680196844258816,-73.8340126891535,40.680196844258816
175297,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,107,Hunts Point - Mott Haven,Winter 2009-10,12/1/2009,26.48,107,-73.89868389369903,40.81602264086559,-73.89868389369903,40.81602264086559
175381,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,107,Hunts Point - Mott Haven,Winter 2011-12,12/1/2011,25.17,107,-73.89868389369903,40.81602264086559,-73.89868389369903,40.81602264086559
549782,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,201,Greenpoint,Annual Average 2017,1/1/2017,21.19,201,-73.94568745897314,40.71834411437869,-73.94568745897314,40.71834411437869
740916,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,201,Greenpoint,Annual Average 2021,1/1/2021,20.55,201,-73.94568745897314,40.71834411437869,-73.94568745897314,40.71834411437869
175333,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,101,Kingsbridge - Riverdale,Winter 2010-11,12/1/2010,25.48,101,-73.9030325665384,40.89127053590596,-73.9030325665384,40.89127053590596
175371,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,501,Port Richmond,Winter 2010-11,12/1/2010,27.72,501,-74.1453175538666,40.628811593366265,-74.1453175538666,40.628811593366265
336606,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,501,Port Richmond,Winter 2014-15,12/1/2014,22.69,501,-74.1453175538666,40.628811593366265,-74.1453175538666,40.628811593366265
549875,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,501,Port Richmond,Annual Average 2017,1/1/2017,16.98,501,-74.1453175538666,40.628811593366265,-74.1453175538666,40.628811593366265
175303,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,206,Borough Park,Winter 2009-10,12/1/2009,28.09,206,-73.9816705701337,40.632794524067094,-73.9816705701337,40.632794524067094
175387,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,206,Borough Park,Winter 2011-12,12/1/2011,23.5,206,-73.9816705701337,40.632794524067094,-73.9816705701337,40.632794524067094
667221,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,310,Lower Manhattan,Summer 2020,6/1/2020,16.58,310,-74.00731621022689,40.709424353766586,-74.00731621022689,40.709424353766586
549841,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,310,Lower Manhattan,Summer 2017,6/1/2017,22.95,310,-74.00731621022689,40.709424353766586,-74.00731621022689,40.709424353766586
549843,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,310,Lower Manhattan,Winter 2016-17,12/1/2016,30.24,310,-74.00731621022689,40.709424353766586,-74.00731621022689,40.709424353766586
549796,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,206,Borough Park,Summer 2017,6/1/2017,13.77,206,-73.9816705701337,40.632794524067094,-73.9816705701337,40.632794524067094
549798,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,206,Borough Park,Winter 2016-17,12/1/2016,25.04,206,-73.9816705701337,40.632794524067094,-73.9816705701337,40.632794524067094
175306,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,209,Bensonhurst - Bay Ridge,Winter 2009-10,12/1/2009,26.54,209,-74.01297834365946,40.60924532364142,-74.01297834365946,40.60924532364142
602748,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,209,Bensonhurst - Bay Ridge,Summer 2018,6/1/2018,11.47,209,-74.01297834365946,40.60924532364142,-74.01297834365946,40.60924532364142
175391,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,210,Coney Island - Sheepshead Bay,Winter 2011-12,12/1/2011,19.46,210,-73.95831164702926,40.593334564339514,-73.95831164702926,40.593334564339514
212558,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,210,Coney Island - Sheepshead Bay,Annual Average 2014,12/1/2013,17.63,210,-73.95831164702926,40.593334564339514,-73.95831164702926,40.593334564339514
175412,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,410,Rockaways,Winter 2011-12,12/1/2011,15.89,410,-73.84586402181657,40.578051165187304,-73.84586402181657,40.578051165187304
549870,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,409,Southeast Queens,Winter 2016-17,12/1/2016,24.02,409,-73.73659207483027,40.697207856459585,-73.73659207483027,40.697207856459585
549799,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,207,East Flatbush - Flatbush,Summer 2017,6/1/2017,13.75,207,-73.94349018716304,40.64185672186541,-73.94349018716304,40.64185672186541
212556,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,208,Canarsie - Flatlands,Annual Average 2014,12/1/2013,17,208,-73.92639017652468,40.61705613411681,-73.92639017652468,40.61705613411681
549802,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,208,Canarsie - Flatlands,Summer 2017,6/1/2017,10.26,208,-73.92639017652468,40.61705613411681,-73.92639017652468,40.61705613411681
175325,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,407,Southwest Queens,Winter 2009-10,12/1/2009,26.12,407,-73.8340126891535,40.680196844258816,-73.8340126891535,40.680196844258816
549864,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,407,Southwest Queens,Winter 2016-17,12/1/2016,24.86,407,-73.8340126891535,40.680196844258816,-73.8340126891535,40.680196844258816
549867,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,408,Jamaica,Winter 2016-17,12/1/2016,24.81,408,-73.77862966359811,40.69321066703767,-73.77862966359811,40.69321066703767
602808,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,408,Jamaica,Summer 2018,6/1/2018,12.77,408,-73.77862966359811,40.69321066703767,-73.77862966359811,40.69321066703767
212422,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,107,Hunts Point - Mott Haven,Summer 2014,6/1/2014,16.43,107,-73.89868389369903,40.81602264086559,-73.89868389369903,40.81602264086559
643338,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,107,Hunts Point - Mott Haven,Winter 2018-19,12/1/2018,24.22,107,-73.89868389369903,40.81602264086559,-73.89868389369903,40.81602264086559
212552,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,204,East New York,Annual Average 2014,12/1/2013,19.75,204,-73.8789978120633,40.66748292097141,-73.8789978120633,40.66748292097141
549790,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,204,East New York,Summer 2017,6/1/2017,13.39,204,-73.8789978120633,40.66748292097141,-73.8789978120633,40.66748292097141
602712,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,104,Pelham - Throgs Neck,Summer 2018,6/1/2018,12.84,104,-73.86130183823607,40.832515869157724,-73.86130183823607,40.832515869157724
667077,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,104,Pelham - Throgs Neck,Summer 2020,6/1/2020,12.14,104,-73.86130183823607,40.832515869157724,-73.86130183823607,40.832515869157724
175392,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,211,Williamsburg - Bushwick,Winter 2011-12,12/1/2011,26.68,211,-73.93449983512174,40.699969967513496,-73.93449983512174,40.699969967513496
602754,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,211,Williamsburg - Bushwick,Summer 2018,6/1/2018,15.84,211,-73.93449983512174,40.699969967513496,-73.93449983512174,40.699969967513496
212426,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,204,East New York,Summer 2014,6/1/2014,14.16,204,-73.8789978120633,40.66748292097141,-73.8789978120633,40.66748292097141
667075,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,104,Pelham - Throgs Neck,Annual Average 2020,1/1/2020,16.19,104,-73.86130183823607,40.832515869157724,-73.86130183823607,40.832515869157724
176526,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,211,Williamsburg - Bushwick,Annual Average 2009,12/1/2008,27.13,211,-73.93449983512174,40.699969967513496,-73.93449983512174,40.699969967513496
176530,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,304,Upper West Side,Annual Average 2009,12/1/2008,31.95,304,-73.9716382068666,40.79339632479525,-73.9716382068666,40.79339632479525
176614,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,304,Upper West Side,Annual Average 2011,12/1/2010,29.3,304,-73.9716382068666,40.79339632479525,-73.9716382068666,40.79339632479525
212437,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,304,Upper West Side,Summer 2014,6/1/2014,20.87,304,-73.9716382068666,40.79339632479525,-73.9716382068666,40.79339632479525
643383,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,304,Upper West Side,Winter 2018-19,12/1/2018,25.25,304,-73.9716382068666,40.79339632479525,-73.9716382068666,40.79339632479525
667183,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,304,Upper West Side,Annual Average 2020,1/1/2020,19.62,304,-73.9716382068666,40.79339632479525,-73.9716382068666,40.79339632479525
549781,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,201,Greenpoint,Summer 2017,6/1/2017,16.36,201,-73.94568745897314,40.71834411437869,-73.94568745897314,40.71834411437869
602703,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,101,Kingsbridge - Riverdale,Summer 2018,6/1/2018,11.69,101,-73.9030325665384,40.89127053590596,-73.9030325665384,40.89127053590596
175393,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,301,Washington Heights,Winter 2011-12,12/1/2011,25.92,301,-73.93744881682433,40.8474482359553,-73.93744881682433,40.8474482359553
549814,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,301,Washington Heights,Summer 2017,6/1/2017,16.69,301,-73.93744881682433,40.8474482359553,-73.93744881682433,40.8474482359553
549844,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,401,Long Island City - Astoria,Summer 2017,6/1/2017,16.21,401,-73.92761452976822,40.75966200658507,-73.92761452976822,40.75966200658507
212423,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,201,Greenpoint,Summer 2014,6/1/2014,17.27,201,-73.94568745897314,40.71834411437869,-73.94568745897314,40.71834411437869
643341,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,201,Greenpoint,Winter 2018-19,12/1/2018,26.69,201,-73.94568745897314,40.71834411437869,-73.94568745897314,40.71834411437869
667099,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,201,Greenpoint,Annual Average 2020,1/1/2020,19.63,201,-73.94568745897314,40.71834411437869,-73.94568745897314,40.71834411437869
176593,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,101,Kingsbridge - Riverdale,Annual Average 2011,12/1/2010,20.79,101,-73.9030325665384,40.89127053590596,-73.9030325665384,40.89127053590596
336519,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,203,Bedford Stuyvesant - Crown Heights,Winter 2014-15,12/1/2014,26.39,203,-73.93708032263365,40.6732257256455,-73.93708032263365,40.6732257256455
175890,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,205,Sunset Park,Summer 2009,6/1/2009,22.28,205,-74.01532331397583,40.64996309662925,-74.01532331397583,40.64996309662925
740901,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,103,Fordham - Bronx Pk,Annual Average 2021,1/1/2021,16.03,103,-73.87451533752966,40.87957780709896,-73.87451533752966,40.87957780709896
336504,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,105,Crotona -Tremont,Winter 2014-15,12/1/2014,25.56,105,-73.90544837474341,40.845490455887656,-73.90544837474341,40.845490455887656
602730,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,203,Bedford Stuyvesant - Crown Heights,Summer 2018,6/1/2018,14.02,203,-73.93708032263365,40.6732257256455,-73.93708032263365,40.6732257256455
549787,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,203,Bedford Stuyvesant - Crown Heights,Summer 2017,6/1/2017,15.17,203,-73.93708032263365,40.6732257256455,-73.93708032263365,40.6732257256455
175386,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,205,Sunset Park,Winter 2011-12,12/1/2011,24.12,205,-74.01532331397583,40.64996309662925,-74.01532331397583,40.64996309662925
549795,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,205,Sunset Park,Winter 2016-17,12/1/2016,24.33,205,-74.01532331397583,40.64996309662925,-74.01532331397583,40.64996309662925
667125,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,205,Sunset Park,Summer 2020,6/1/2020,11.77,205,-74.01532331397583,40.64996309662925,-74.01532331397583,40.64996309662925
175377,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,103,Fordham - Bronx Pk,Winter 2011-12,12/1/2011,23.32,103,-73.87451533752966,40.87957780709896,-73.87451533752966,40.87957780709896
549850,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,403,Flushing - Clearview,Summer 2017,6/1/2017,13.95,403,-73.81878986342147,40.76976437154366,-73.81878986342147,40.76976437154366
667123,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,205,Sunset Park,Annual Average 2020,1/1/2020,16.77,205,-74.01532331397583,40.64996309662925,-74.01532331397583,40.64996309662925
667069,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,103,Fordham - Bronx Pk,Annual Average 2020,1/1/2020,16.98,103,-73.87451533752966,40.87957780709896,-73.87451533752966,40.87957780709896
667081,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,105,Crotona -Tremont,Annual Average 2020,1/1/2020,18.5,105,-73.90544837474341,40.845490455887656,-73.90544837474341,40.845490455887656
667237,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,403,Flushing - Clearview,Annual Average 2020,1/1/2020,15.59,403,-73.81878986342147,40.76976437154366,-73.81878986342147,40.76976437154366
212438,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,305,Upper East Side,Summer 2014,6/1/2014,23.49,305,-73.95547486640166,40.773090937341806,-73.95547486640166,40.773090937341806
175353,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,303,East Harlem,Winter 2010-11,12/1/2010,32.92,303,-73.93952676695842,40.79603519232036,-73.93952676695842,40.79603519232036
175899,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,303,East Harlem,Summer 2009,6/1/2009,26.42,303,-73.93952676695842,40.79603519232036,-73.93952676695842,40.79603519232036
740955,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,303,East Harlem,Annual Average 2021,1/1/2021,18.28,303,-73.93952676695842,40.79603519232036,-73.93952676695842,40.79603519232036
740919,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,202,Downtown - Heights - Slope,Annual Average 2021,1/1/2021,18.78,202,-73.99460882166707,40.675028416832504,-73.99460882166707,40.675028416832504
175912,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,406,Fresh Meadows,Summer 2009,6/1/2009,19.35,406,-73.80805317346623,40.73427195806982,-73.80805317346623,40.73427195806982
175366,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,406,Fresh Meadows,Winter 2010-11,12/1/2010,29.4,406,-73.80805317346623,40.73427195806982,-73.80805317346623,40.73427195806982
176710,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,406,Fresh Meadows,Annual Average 2013,12/1/2012,19.03,406,-73.80805317346623,40.73427195806982,-73.80805317346623,40.73427195806982
549763,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,102,Northeast Bronx,Summer 2017,6/1/2017,14.37,102,-73.84027185965394,40.87804606940909,-73.84027185965394,40.87804606940909
602706,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,102,Northeast Bronx,Summer 2018,6/1/2018,13.05,102,-73.84027185965394,40.87804606940909,-73.84027185965394,40.87804606940909
175394,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,302,Central Harlem - Morningside Heights,Winter 2011-12,12/1/2011,28.09,302,-73.9399714835009,40.82170682513814,-73.9399714835009,40.82170682513814
212561,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,302,Central Harlem - Morningside Heights,Annual Average 2014,12/1/2013,23.86,302,-73.9399714835009,40.82170682513814,-73.9399714835009,40.82170682513814
212449,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,406,Fresh Meadows,Summer 2014,6/1/2014,14.13,406,-73.80805317346623,40.73427195806982,-73.80805317346623,40.73427195806982
643419,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,406,Fresh Meadows,Winter 2018-19,12/1/2018,20.31,406,-73.80805317346623,40.73427195806982,-73.80805317346623,40.73427195806982
176532,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,306,Chelsea - Clinton,Annual Average 2009,12/1/2008,39.87,306,-73.99525390231881,40.75195151234914,-73.99525390231881,40.75195151234914
175352,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,302,Central Harlem - Morningside Heights,Winter 2010-11,12/1/2010,33.16,302,-73.9399714835009,40.82170682513814,-73.9399714835009,40.82170682513814
549818,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,302,Central Harlem - Morningside Heights,Annual Average 2017,1/1/2017,22.64,302,-73.9399714835009,40.82170682513814,-73.9399714835009,40.82170682513814
175902,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,306,Chelsea - Clinton,Summer 2009,6/1/2009,37.13,306,-73.99525390231881,40.75195151234914,-73.99525390231881,40.75195151234914
336561,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,306,Chelsea - Clinton,Winter 2014-15,12/1/2014,32.14,306,-73.99525390231881,40.75195151234914,-73.99525390231881,40.75195151234914
176521,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,206,Borough Park,Annual Average 2009,12/1/2008,24.79,206,-73.9816705701337,40.632794524067094,-73.9816705701337,40.632794524067094
176605,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,206,Borough Park,Annual Average 2011,12/1/2010,23.32,206,-73.9816705701337,40.632794524067094,-73.9816705701337,40.632794524067094
212421,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,106,High Bridge - Morrisania,Summer 2014,6/1/2014,18.26,106,-73.91651340285628,40.8270721082092,-73.91651340285628,40.8270721082092
336505,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,106,High Bridge - Morrisania,Annual Average 2015,1/1/2015,22.28,106,-73.91651340285628,40.8270721082092,-73.91651340285628,40.8270721082092
643335,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,106,High Bridge - Morrisania,Winter 2018-19,12/1/2018,23.89,106,-73.91651340285628,40.8270721082092,-73.91651340285628,40.8270721082092
336526,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,206,Borough Park,Annual Average 2015,1/1/2015,19.74,206,-73.9816705701337,40.632794524067094,-73.9816705701337,40.632794524067094
643356,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,206,Borough Park,Winter 2018-19,12/1/2018,21.76,206,-73.9816705701337,40.632794524067094,-73.9816705701337,40.632794524067094
176608,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,209,Bensonhurst - Bay Ridge,Annual Average 2011,12/1/2010,21.62,209,-74.01297834365946,40.60924532364142,-74.01297834365946,40.60924532364142
212431,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,209,Bensonhurst - Bay Ridge,Summer 2014,6/1/2014,13.79,209,-74.01297834365946,40.60924532364142,-74.01297834365946,40.60924532364142
336538,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,210,Coney Island - Sheepshead Bay,Annual Average 2015,1/1/2015,17.08,210,-73.95831164702926,40.593334564339514,-73.95831164702926,40.593334564339514
643368,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,210,Coney Island - Sheepshead Bay,Winter 2018-19,12/1/2018,18.52,210,-73.95831164702926,40.593334564339514,-73.95831164702926,40.593334564339514
336598,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,409,Southeast Queens,Annual Average 2015,1/1/2015,17.16,409,-73.73659207483027,40.697207856459585,-73.73659207483027,40.697207856459585
176713,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,409,Southeast Queens,Annual Average 2013,12/1/2012,16.8,409,-73.73659207483027,40.697207856459585,-73.73659207483027,40.697207856459585
741003,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,409,Southeast Queens,Annual Average 2021,1/1/2021,14.25,409,-73.73659207483027,40.697207856459585,-73.73659207483027,40.697207856459585
177781,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,206,Borough Park,Summer 2009,6/1/2009,10.77,206,-73.9816705701337,40.632794524067094,-73.9816705701337,40.632794524067094
176606,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,207,East Flatbush - Flatbush,Annual Average 2011,12/1/2010,23.56,207,-73.94349018716304,40.64185672186541,-73.94349018716304,40.64185672186541
212429,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,207,East Flatbush - Flatbush,Summer 2014,6/1/2014,15.06,207,-73.94349018716304,40.64185672186541,-73.94349018716304,40.64185672186541
212430,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,208,Canarsie - Flatlands,Summer 2014,6/1/2014,11.12,208,-73.92639017652468,40.61705613411681,-73.92639017652468,40.61705613411681
643362,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,208,Canarsie - Flatlands,Winter 2018-19,12/1/2018,18.66,208,-73.92639017652468,40.61705613411681,-73.92639017652468,40.61705613411681
176543,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,407,Southwest Queens,Annual Average 2009,12/1/2008,22.93,407,-73.8340126891535,40.680196844258816,-73.8340126891535,40.680196844258816
176627,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,407,Southwest Queens,Annual Average 2011,12/1/2010,22.21,407,-73.8340126891535,40.680196844258816,-73.8340126891535,40.680196844258816
643422,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,407,Southwest Queens,Winter 2018-19,12/1/2018,20.41,407,-73.8340126891535,40.680196844258816,-73.8340126891535,40.680196844258816
176711,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,407,Southwest Queens,Annual Average 2013,12/1/2012,19.65,407,-73.8340126891535,40.680196844258816,-73.8340126891535,40.680196844258816
175914,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,408,Jamaica,Summer 2009,6/1/2009,18.49,408,-73.77862966359811,40.69321066703767,-73.77862966359811,40.69321066703767
176701,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,307,Gramercy Park - Murray Hill,Annual Average 2013,12/1/2012,36.08,307,-73.9757792643931,40.74877234110271,-73.9757792643931,40.74877234110271
175357,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,307,Gramercy Park - Murray Hill,Winter 2010-11,12/1/2010,42.24,307,-73.9757792643931,40.74877234110271,-73.9757792643931,40.74877234110271
336564,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,307,Gramercy Park - Murray Hill,Winter 2014-15,12/1/2014,33.9,307,-73.9757792643931,40.74877234110271,-73.9757792643931,40.74877234110271
549833,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,307,Gramercy Park - Murray Hill,Annual Average 2017,1/1/2017,30.31,307,-73.9757792643931,40.74877234110271,-73.9757792643931,40.74877234110271
740970,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,308,Greenwich Village - SoHo,Annual Average 2021,1/1/2021,21.3,308,-74.00245888730065,40.7280474016599,-74.00245888730065,40.7280474016599
177229,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,107,Hunts Point - Mott Haven,Winter 2010-11,12/1/2010,12.41,107,-73.89868389369903,40.81602264086559,-73.89868389369903,40.81602264086559
742182,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,107,Hunts Point - Mott Haven,Annual Average 2021,1/1/2021,6.98,107,-73.89868389369903,40.81602264086559,-73.89868389369903,40.81602264086559
669818,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,107,Hunts Point - Mott Haven,Summer 2020,6/1/2020,7.52,107,-73.89868389369903,40.81602264086559,-73.89868389369903,40.81602264086559
